"run_init_utc","run_init_brt","valid_time_utc","valid_time_brt","forecast_hour","filename","extension","url","local_path","success","attempts","remote_bytes","local_bytes","error"
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 00:00:00","2026-03-05 21:00:00 -03",0,"WRF_cpt_07KM_2026030600_2026030600.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030600.grib2.idx","data/WRF_downloads/20260306/h000/WRF_cpt_07KM_2026030600_2026030600.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 01:00:00","2026-03-05 22:00:00 -03",1,"WRF_cpt_07KM_2026030600_2026030601.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030601.ctl","data/WRF_downloads/20260306/h001/WRF_cpt_07KM_2026030600_2026030601.ctl",TRUE,1,7930,7930,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 01:00:00","2026-03-05 22:00:00 -03",1,"WRF_cpt_07KM_2026030600_2026030601.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030601.grib2","data/WRF_downloads/20260306/h001/WRF_cpt_07KM_2026030600_2026030601.grib2",TRUE,1,196314004,196314004,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 01:00:00","2026-03-05 22:00:00 -03",1,"WRF_cpt_07KM_2026030600_2026030601.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030601.grib2.idx","data/WRF_downloads/20260306/h001/WRF_cpt_07KM_2026030600_2026030601.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 02:00:00","2026-03-05 23:00:00 -03",2,"WRF_cpt_07KM_2026030600_2026030602.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030602.ctl","data/WRF_downloads/20260306/h002/WRF_cpt_07KM_2026030600_2026030602.ctl",TRUE,1,7930,7930,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 02:00:00","2026-03-05 23:00:00 -03",2,"WRF_cpt_07KM_2026030600_2026030602.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030602.grib2","data/WRF_downloads/20260306/h002/WRF_cpt_07KM_2026030600_2026030602.grib2",TRUE,1,198332282,198332282,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 02:00:00","2026-03-05 23:00:00 -03",2,"WRF_cpt_07KM_2026030600_2026030602.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030602.grib2.idx","data/WRF_downloads/20260306/h002/WRF_cpt_07KM_2026030600_2026030602.grib2.idx",FALSE,3,NA,NA,"Download/size validation failed"
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 03:00:00","2026-03-06 00:00:00 -03",3,"WRF_cpt_07KM_2026030600_2026030603.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030603.grib2.idx","data/WRF_downloads/20260306/h003/WRF_cpt_07KM_2026030600_2026030603.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 04:00:00","2026-03-06 01:00:00 -03",4,"WRF_cpt_07KM_2026030600_2026030604.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030604.ctl","data/WRF_downloads/20260306/h004/WRF_cpt_07KM_2026030600_2026030604.ctl",TRUE,1,7930,7930,NA
"2026-03-06 00:00:00","2026-03-05 21:00:00 -03","2026-03-06 04:00:00","2026-03-06 01:00:00 -03",4,"WRF_cpt_07KM_2026030600_2026030604.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/06/00/WRF_cpt_07KM_2026030600_2026030604.grib2","data/WRF_downloads/20260306/h004/WRF_cpt_07KM_2026030600_2026030604.grib2",TRUE,1,201315009,201315009,NA
