"run_init_utc","valid_time_utc","forecast_hour","filename","extension","url","local_path","success","attempts","remote_bytes","local_bytes","error"
"2026-03-04 00:00:00","2026-03-04 13:00:00",13,"WRF_cpt_07KM_2026030400_2026030413.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030413.ctl","data/WRF_downloads/20260304/h013/WRF_cpt_07KM_2026030400_2026030413.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 13:00:00",13,"WRF_cpt_07KM_2026030400_2026030413.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030413.grib2","data/WRF_downloads/20260304/h013/WRF_cpt_07KM_2026030400_2026030413.grib2",TRUE,1,207750929,207750929,NA
"2026-03-04 00:00:00","2026-03-04 13:00:00",13,"WRF_cpt_07KM_2026030400_2026030413.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030413.grib2.idx","data/WRF_downloads/20260304/h013/WRF_cpt_07KM_2026030400_2026030413.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 14:00:00",14,"WRF_cpt_07KM_2026030400_2026030414.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030414.ctl","data/WRF_downloads/20260304/h014/WRF_cpt_07KM_2026030400_2026030414.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 14:00:00",14,"WRF_cpt_07KM_2026030400_2026030414.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030414.grib2","data/WRF_downloads/20260304/h014/WRF_cpt_07KM_2026030400_2026030414.grib2",TRUE,1,208587311,208587311,NA
"2026-03-04 00:00:00","2026-03-04 14:00:00",14,"WRF_cpt_07KM_2026030400_2026030414.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030414.grib2.idx","data/WRF_downloads/20260304/h014/WRF_cpt_07KM_2026030400_2026030414.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 15:00:00",15,"WRF_cpt_07KM_2026030400_2026030415.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030415.ctl","data/WRF_downloads/20260304/h015/WRF_cpt_07KM_2026030400_2026030415.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 15:00:00",15,"WRF_cpt_07KM_2026030400_2026030415.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030415.grib2","data/WRF_downloads/20260304/h015/WRF_cpt_07KM_2026030400_2026030415.grib2",TRUE,1,208821985,208821985,NA
"2026-03-04 00:00:00","2026-03-04 15:00:00",15,"WRF_cpt_07KM_2026030400_2026030415.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030415.grib2.idx","data/WRF_downloads/20260304/h015/WRF_cpt_07KM_2026030400_2026030415.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 16:00:00",16,"WRF_cpt_07KM_2026030400_2026030416.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030416.ctl","data/WRF_downloads/20260304/h016/WRF_cpt_07KM_2026030400_2026030416.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 16:00:00",16,"WRF_cpt_07KM_2026030400_2026030416.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030416.grib2","data/WRF_downloads/20260304/h016/WRF_cpt_07KM_2026030400_2026030416.grib2",TRUE,1,209086628,209086628,NA
"2026-03-04 00:00:00","2026-03-04 16:00:00",16,"WRF_cpt_07KM_2026030400_2026030416.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030416.grib2.idx","data/WRF_downloads/20260304/h016/WRF_cpt_07KM_2026030400_2026030416.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 17:00:00",17,"WRF_cpt_07KM_2026030400_2026030417.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030417.ctl","data/WRF_downloads/20260304/h017/WRF_cpt_07KM_2026030400_2026030417.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 17:00:00",17,"WRF_cpt_07KM_2026030400_2026030417.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030417.grib2","data/WRF_downloads/20260304/h017/WRF_cpt_07KM_2026030400_2026030417.grib2",TRUE,1,211117653,211117653,NA
"2026-03-04 00:00:00","2026-03-04 17:00:00",17,"WRF_cpt_07KM_2026030400_2026030417.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030417.grib2.idx","data/WRF_downloads/20260304/h017/WRF_cpt_07KM_2026030400_2026030417.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 18:00:00",18,"WRF_cpt_07KM_2026030400_2026030418.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030418.ctl","data/WRF_downloads/20260304/h018/WRF_cpt_07KM_2026030400_2026030418.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 18:00:00",18,"WRF_cpt_07KM_2026030400_2026030418.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030418.grib2","data/WRF_downloads/20260304/h018/WRF_cpt_07KM_2026030400_2026030418.grib2",TRUE,1,211780698,211780698,NA
"2026-03-04 00:00:00","2026-03-04 18:00:00",18,"WRF_cpt_07KM_2026030400_2026030418.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030418.grib2.idx","data/WRF_downloads/20260304/h018/WRF_cpt_07KM_2026030400_2026030418.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 19:00:00",19,"WRF_cpt_07KM_2026030400_2026030419.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030419.ctl","data/WRF_downloads/20260304/h019/WRF_cpt_07KM_2026030400_2026030419.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 19:00:00",19,"WRF_cpt_07KM_2026030400_2026030419.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030419.grib2","data/WRF_downloads/20260304/h019/WRF_cpt_07KM_2026030400_2026030419.grib2",TRUE,1,212271447,212271447,NA
"2026-03-04 00:00:00","2026-03-04 19:00:00",19,"WRF_cpt_07KM_2026030400_2026030419.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030419.grib2.idx","data/WRF_downloads/20260304/h019/WRF_cpt_07KM_2026030400_2026030419.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 20:00:00",20,"WRF_cpt_07KM_2026030400_2026030420.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030420.ctl","data/WRF_downloads/20260304/h020/WRF_cpt_07KM_2026030400_2026030420.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 20:00:00",20,"WRF_cpt_07KM_2026030400_2026030420.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030420.grib2","data/WRF_downloads/20260304/h020/WRF_cpt_07KM_2026030400_2026030420.grib2",TRUE,1,212068944,212068944,NA
"2026-03-04 00:00:00","2026-03-04 20:00:00",20,"WRF_cpt_07KM_2026030400_2026030420.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030420.grib2.idx","data/WRF_downloads/20260304/h020/WRF_cpt_07KM_2026030400_2026030420.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 21:00:00",21,"WRF_cpt_07KM_2026030400_2026030421.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030421.ctl","data/WRF_downloads/20260304/h021/WRF_cpt_07KM_2026030400_2026030421.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 21:00:00",21,"WRF_cpt_07KM_2026030400_2026030421.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030421.grib2","data/WRF_downloads/20260304/h021/WRF_cpt_07KM_2026030400_2026030421.grib2",TRUE,1,210579734,210579734,NA
"2026-03-04 00:00:00","2026-03-04 21:00:00",21,"WRF_cpt_07KM_2026030400_2026030421.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030421.grib2.idx","data/WRF_downloads/20260304/h021/WRF_cpt_07KM_2026030400_2026030421.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 22:00:00",22,"WRF_cpt_07KM_2026030400_2026030422.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030422.ctl","data/WRF_downloads/20260304/h022/WRF_cpt_07KM_2026030400_2026030422.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 22:00:00",22,"WRF_cpt_07KM_2026030400_2026030422.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030422.grib2","data/WRF_downloads/20260304/h022/WRF_cpt_07KM_2026030400_2026030422.grib2",TRUE,1,209205399,209205399,NA
"2026-03-04 00:00:00","2026-03-04 22:00:00",22,"WRF_cpt_07KM_2026030400_2026030422.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030422.grib2.idx","data/WRF_downloads/20260304/h022/WRF_cpt_07KM_2026030400_2026030422.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-04 23:00:00",23,"WRF_cpt_07KM_2026030400_2026030423.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030423.ctl","data/WRF_downloads/20260304/h023/WRF_cpt_07KM_2026030400_2026030423.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-04 23:00:00",23,"WRF_cpt_07KM_2026030400_2026030423.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030423.grib2","data/WRF_downloads/20260304/h023/WRF_cpt_07KM_2026030400_2026030423.grib2",TRUE,1,208945701,208945701,NA
"2026-03-04 00:00:00","2026-03-04 23:00:00",23,"WRF_cpt_07KM_2026030400_2026030423.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030423.grib2.idx","data/WRF_downloads/20260304/h023/WRF_cpt_07KM_2026030400_2026030423.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-05 00:00:00",24,"WRF_cpt_07KM_2026030400_2026030500.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030500.ctl","data/WRF_downloads/20260304/h024/WRF_cpt_07KM_2026030400_2026030500.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-05 00:00:00",24,"WRF_cpt_07KM_2026030400_2026030500.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030500.grib2","data/WRF_downloads/20260304/h024/WRF_cpt_07KM_2026030400_2026030500.grib2",TRUE,1,207591857,207591857,NA
"2026-03-04 00:00:00","2026-03-05 00:00:00",24,"WRF_cpt_07KM_2026030400_2026030500.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030500.grib2.idx","data/WRF_downloads/20260304/h024/WRF_cpt_07KM_2026030400_2026030500.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-05 01:00:00",25,"WRF_cpt_07KM_2026030400_2026030501.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030501.ctl","data/WRF_downloads/20260304/h025/WRF_cpt_07KM_2026030400_2026030501.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-05 01:00:00",25,"WRF_cpt_07KM_2026030400_2026030501.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030501.grib2","data/WRF_downloads/20260304/h025/WRF_cpt_07KM_2026030400_2026030501.grib2",TRUE,1,208392476,208392476,NA
"2026-03-04 00:00:00","2026-03-05 01:00:00",25,"WRF_cpt_07KM_2026030400_2026030501.grib2.idx","grib2.idx","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030501.grib2.idx","data/WRF_downloads/20260304/h025/WRF_cpt_07KM_2026030400_2026030501.grib2.idx",TRUE,1,2448,2448,NA
"2026-03-04 00:00:00","2026-03-05 02:00:00",26,"WRF_cpt_07KM_2026030400_2026030502.ctl","ctl","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030502.ctl","data/WRF_downloads/20260304/h026/WRF_cpt_07KM_2026030400_2026030502.ctl",TRUE,1,7930,7930,NA
"2026-03-04 00:00:00","2026-03-05 02:00:00",26,"WRF_cpt_07KM_2026030400_2026030502.grib2","grib2","https://dataserver.cptec.inpe.br/dataserver_modelos/wrf/ams_07km/brutos/2026/03/04/00/WRF_cpt_07KM_2026030400_2026030502.grib2","data/WRF_downloads/20260304/h026/WRF_cpt_07KM_2026030400_2026030502.grib2",TRUE,1,209671308,209671308,NA
